wo,ata,ac,pos,pn_off,sn_off,pn_on,sn_on,label,cert
191491378,33-21,B737-8,24 DEF,9651-35-0003,5193,9651-35-0003,10187,4179270,ARC174461
55480576,25-00,M73-82,FWDGALLY,8201-11-0000-01,22-03-0047,8201-11-0000,07-10-24305,3625667,1120640
55360667,25-32,M73-82,FWD GALLEY,8201-11-0000-01,17-06-38808,8201-11-0000-01,22-02-0656,3969100,PAV11682
190346853,25-00,M73-82,GALLEY G4,62197-301-001,22-02-0456,62197-301-001,23-10-0075,4034427,PAV12577
55491083,25-00,M73-82,GALLEY 4,8201-11-0000-01,17-11-39507,8201-11-0000-01,10-02-28215,3985662,KAV1025036
191041301,25-35,B737-8,AFT,8201-11-0000,07-09-24227,8201-11-0000-01,16-07-37785,4002190,PAV12131
40821799,25-00,B737-8,AFTGALLY,8201-11-0000-01,10-07-29002,8201-11-0000-01,15-07-36329,4013375,PAV12341
55412559,25-00,M73-82,GALLEY G1,62197-301-001,14-09-7023,62197-301-001,18-01-0428,3801569,1279013
55602207,25-00,B737-8,AFTGALLY,72184025,N11060380044784,72184025,4064,3810548,WAV307
40607506,33-22,B737-8,10DEF,9651-35-0004,8840,9651-35-0004,19725,3892675,058-1.000
40607506,33-22,B737-8,CABIN,9651-35-0003,11545,9651-35-0003,21114,3995261,20119209
190514180,33-21,B737-8,31DEF,9651-35-0005,18545,9651-35-0005,67678,3891593,20101725
41800476,25-32,M73-82,GALLEY G1,8201-11-0000-01,23-03-0632,8201-11-0000,04-09-20366,3591109,1085583
191533755,33-21,B737-8,9ABC,9651-35-0003,10575,9651-35-0003,5362,4084621,7516
191414332,33-21,B737-8,28DEF,9651-35-0005,16943,9651-35-0005,37142,4096649,ARC168775
55506587,33-21,B737-8,2ABC,9651-35-0005,49322,9651-35-0005,22822,3794353,138606
55506587,33-21,B737-8,RH,9651-35-0003,19640,9651-35-0003,5262,3723080,2971
55506587,33-21,B737-8,10 ABC,9651-35-0004,6683,9651-35-0004,22294,3735110,04172604
55406695,33-21,M73-82,#12,9651-35-0005,45235,9651-35-0005,17008,4096637,ARC168696
190089340,25-00,B737-8,AFT CAB,8201-11-0000,07-08-24183,8201-11-0000,02-09-18203,3925353,PAV11088
55623906,33-26,B737-8,6 DEF,9651-35-0002,34355,9651-35-0002,25467,3861018,ARC146216
190100094,25-00,B737-8,#4,8201-11-0000,04-11-20597,8201-11-0000-01,21-06-0257,3953558,KAV0825026
41979183,23-00,B737-8,FWD CAB,285W0024-1B,F28306,285W0024-1M,F43256,3867621,146666
191384975,33-00,B737-8,CAB,9651-35-0005,31683,9651-35-0005,22827,4222122,178719
190551155,25-35,B737-8,AFTGALLY,62197-301-001,17-12-0416,62197-301-001,16-10-0274,4138367,WAV1412
55469767,34-11,M73-82,CAPT,0851HT1,428439,0851HT2,466986,3789207,407535798
191407349,33-00,B737-8,2ABC,9651-35-0005,22877,9651-35-0005,31219,4202782,ARC176571
191360394,25-32,B737-8,AFTGALLY,8201-11-0000,07-10-24300,8201-11-0000-01,16-10-38130,4064582,KAV0126026
191389618,33-21,B737-8,28DEF,9651-35-0005,16156,9651-35-0005,59337,4105606,20188952-1
104414404,72-00,,#2,340-001-038-0,PA373861,340-001-036-0,PF478293,3893302,GEAMS1154544
104414404,72-00,,#2,340-001-036-0,PC311984,340-001-036-0,PF490465,3893309,GEAMS1154544-1
190576760,33-42,B737-8,RH,72605363-1,2931,72605363-1,6262,4071785,355526192
190956921,33-00,B737-8,23ABC,9651-35-0002,17890,9651-35-0002,26147,4203362,ARC176755
191187882,33-21,M73-82,31ABC,9651-35-0005,70796,9651-35-0005,31805,4202801,ARC176472
55410766,38-00,M73-82,CABIN,SC4L500301-5,11304588-001,SC4L500301-5,172694168-002,3797726,E-5671416
190183661,23-51,B737-8,FL DK,5145-1-82,17198,5145-1-88,25713,3803059,PAV9647
190497470,25-00,M73-82,AFT RH,62197-301-001,21-02-0154,62197-301-001,19-04-0460,4006348,KAV1225027
190363256,33-42,M73-82,LH,72605363-1,6262,72605363-1,5028,4021220,5605
55628569,25-31,B737-8,102,62197-301-001,21-11-0711,62197-301-001,23-10-0077,3786213,552378204
55684723,36-00,B737-8,#1,107484-7,12116,107484-7,14127,3810172,351811672
55047216,38-32,B737-8,FWD,14330-230,39295,14330-230,11039,3254099,913524
104756364,38-32,B737-8,AFT LH,14330-230,21075,14330-230,ZSK220,3866289,1118583
55009400,33-00,B737-8,RH,45-0351-4,5151,45-0351-4,6356,3923258,1389345
190549198,33-21,B737-8,15DEF,9651-35-0005,21329,9651-35-0005,16710,4121723,ARC170629
190262775,23-42,B737-8,CABIN,285W0024-1B,D22524,285W0024-1B,D21547,3877713,ARC147386
55165732,26-16,B737-8,FWD,473597-5,33831,473597-5,SJA9736,4142613,13678419
191362573,25-31,B737-8,AFT,72184025,4248,72184025,4402,4032641,KAV1225034
190493766,25-00,M73-82,GALLEY G4,8201-11-0000,05-09-21496,8201-11-0000,08-02-24838,3865757,KAV0525033
55605797,25-00,B737-8,AFTGALLY,8201-11-0000,07-08-24170,8201-11-0000-01,17-02-38430,3550128,1045102
190290393,38-00,M73-82,GALLEY G1,62197-301-001,16-08-0254,62197-301-001,17-12-0456,3967778,1430884
190031826,25-00,B737-8,AFT,8201-11-0000,02-10-18289,8201-11-0000,04-02-19751,4086643,PAV13313
191154718,25-35,M73-82,GALLEY G4,62197-301-001,23-04-0110,62197-301-001,19-07-1228,4175502,PAV14402
190162474,33-00,B737-8,11ABC,9651-35-0004,14003,9651-35-0004,21783,3316154,02884773
190661133,33-00,B737-8,12DEF,9651-35-0005,37526,9651-35-0005,70796,4227781,47001540-01
190594713,25-00,B737-8,AFTGALLY,8201-11-0000-01,17-11-39499,8201-11-0000-01,22-01-0902,3761082,AV1399
190547930,25-35,B737-8,FWDGALLY,72184025,N09060320044544,72184025,4361,4056425,KAV0126045
190567181,25-00,B737-8,FWDGALLY,8201-11-0000-01,17-11-39510,8201-11-0000-01,21-06-0260,3960363,KAV0925010
55417748,33-21,M73-82,24 ABC,9651-35-0002,63268,9651-35-0002,39104,3792424,39521
190531983,26-00,B737-8,AFT,473597-5,SJB1245,473597-5,SJA9048,3815967,R549299
55603629,33-00,B737-8,23ABC,9651-35-0003,15654,9651-35-0003,20161,3905750,20103123
41931304,33-21,B737-8,10 DEF,9651-35-0003,8914,9651-35-0003,19945,3559968,20052076
55643223,25-51,B737-8,OBS,5145-1-82,16450,5145-1-88,29125,3868946,PAV10546
55257567,26-00,B737-8,FWD,473597-5,41994,473597-5,SJF1351,3908379,408095
190045791,33-00,B737-8,RH,45-0351-4,6661,45-0351-4,6454,3954201,PAV11447
55524166,25-00,B737-8,LAV D,SC4L500301-5,171658448-007,SC4L500301-5,173389311-003,3893208,E-5833780
190380222,33-00,M73-82,#14 RH,9651-35-0005,77410,9651-35-0005,29743,4148448,172290
42142687,33-42,M73-82,LH,72605363-1,5553,72605363-1,2858,4110474,5685162
55564259,23-00,B737-8,CAPT,5145-1-82,11650,5145-1-82,17194,3909684,PAV10921
42074493,25-00,M73-82,G1,62197-301-001,17-06-0369,62197-301-001,16-11-0283,4061992,AV1822
190375806,33-21,M73-82,22ABC,9651-35-0002,50808,9651-35-0002,47939,4079594,20172237
190595261,26-00,B737-8,AFT,473597-5,SJA4789,473597-5,SJA6820,3897197,63124
55377241,23-00,M73-82,AFT CAB,285W0024-1B,F35950,285W0024-1M,RSC00003,4011094,161132
55512162,33-00,B737-8,30 RH,9651-35-0005,50795,9651-35-0005,50750,4079600,20167770
191397683,26-00,B737-8,AFT,473597-5,SJA9840,473597-5,45525,4182343,13830833
42049879,25-00,B737-8,FWD,8201-11-0000,02-09-18205,8201-11-0000-01,21-11-0788,3865728,PAV10500
190110907,25-00,B737-8,FWDGALLY,72184025,4315,72184025,3020,3858646,1330557
190461349,25-00,M73-82,GALLEY 4,62197-301-001,23-04-0110,62197-301-001,16-01-0171,3865676,KAV0525009
191398729,25-00,B737-8,AFTGALLY,8201-11-0000,04-08-20254,8201-11-0000,04-02-19755,3848464,1322291
55181462,25-00,B737-8,FWDGALLY,62197-301-001,19-07-0268,72184025,4291,3509567,1004841
190076729,23-51,B737-8,FL DK,5145-1-82,14368,5145-1-82,15337,4042728,PAV12697
190104301,33-00,B737-8,RH,45-0351-4,7021,45-0351-4,3480,3881976,PAV10691
55736896,38-32,B737-8,LAV E,14330-230,FEE03,14330-230,28831,4048258,1183107
190457841,33-00,M73-82,11ABC,9651-35-0004,24978,9651-35-0004,6312,4183977,175029
55433114,33-21,M73-82,CABIN,9651-35-0003,20424,9651-35-0003,5671,3890621,148961
190720545,33-00,B737-8,15ABC,9651-35-0005,17655,9651-35-0005,31850,4149328,172498
55381200,25-33,M73-82,GALLEY 4,62197-301-001,16-12-0304,62197-301-001,14-07-6911,3884736,1353758
42135072,25-00,M73-82,FWD GALLEY,8201-11-0000,08-07-25659,8201-11-0000,03-09-19329,3680232,1172845
191159148,25-32,M73-82,FWD,8201-11-0000-01,16-12-38293,8201-11-0000,02-09-18206,4091790,KAV0226013
41936741,33-21,B737-8,6DEF,9651-35-0002,41823,9651-35-0002,64860,3967327,20115051
55411806,33-21,M73-82,5 DEF,9651-35-0002,52937,9651-35-0002,51338,4121871,170433
190593515,33-20,M73-82,5ABC,9651-35-0002,70923,9651-35-0002,24496,3918224,20105846
55685088,26-16,B737-8,AFT,473597-5,20354A,473597-5,SJA8269,4056387,13317342
190544439,33-00,B737-8,30 DEF,9651-35-0005,36957,9651-35-0005,49413,4084579,ARC167941
191422703,26-16,B737-8,AFT,473597-5,SJA4324,473597-5,SJA9961,4153769,13726793
191334442,23-40,B737-8,AFT CAB,285W0024-1B,F36186,285W0024-1B,F27102,4221364,178524
101898791,36-00,B737-8,#1,107484-7,12736,107484-7,13257,3768307,20240016264094Y02
190512504,33-21,B737-8,2ABC,9651-35-0005,23787,9651-35-0005,72020,3856610,20096561
191313009,25-00,B737-8,AFTGALLY,8201-11-0000,08-05-25473,8201-11-0000,08-05-25471,3954002,KAV0825018
55429971,25-32,M73-82,FWD GALLEY,8201-11-0000-01,09-02-26575,8201-11-0000-01,10-02-28200,4030253,KAV1225030
190160144,23-00,B737-8,FL DK,5145-1-82,12542,5145-1-82,17443,3800814,PAV9623
25705369,33-42,B737-8,RH,45-0351-4,5137,45-0351-2,0415,4061149,PAV12973
40748032,25-31,B737-8,FWDGALLY,62197-301-001,17-11-0448,62197-301-001,17-01-0338,3840627,1314390
190427795,33-21,M73-82,7 RH,9651-35-0003,14787,9651-35-0003,10154,4128818,170643
191187529,25-00,M73-82,GALLEY G4,62197-301-001,19-06-0032,62197-301-001,15-12-0165,4171156,KAV0626023
26102425,33-00,B737-8,RH,45-0351-4,2199,45-0351-4,5987,4117140,PAV13703
190792443,25-00,B737-8,AFTGALLY,8201-11-0000-01,15-12-37007,8201-11-0000,08-08-25860,3758792,PAV8960
190613797,25-00,B737-8,AFT RH,SC4L500301-5,170244616-003,SC4L500301-5,173056405-008,3839185,E-5748666
106336221,36-00,B737-8,#1,107484-7,12137,107484-7,19360,4101321,19305521Y02
55700806,33-21,B737-8,20ABC,9651-35-0002,17707,9651-35-0002,53926,3929512,20106754
190672592,33-00,B737-8,6DEF,9651-35-0002,51507,9651-35-0002,35730,4096590,ARC168567
190513436,23-51,B737-8,FL DK,5145-1-82,11521,5145-1-82,17753,3861229,1332800
190233651,25-00,B737-8,CABIN,72184025,4110,72184025,N12031146044852,3758761,PAV8954
190720518,25-31,B737-8,FWDGALLY,8201-11-0000-01,17-12-40075,8201-11-0000,06-12-22982,3824132,PAV10003
190405279,38-00,M73-82,LAV FWD,SC4L500301-5,172694186-007,SC4L500301-5,173574854-004,3946834,E-5910867
55427658,34-00,M73-82,ALT,0851HT1,405084,0851HT2,467144,3800777,407594838
42148517,23-42,M73-82,FWD CAB,285W0024-1B,D16770,285W0024-1M,F46565,3951458,154765
41759006,72-00,B737-8,#1,340-001-038-0,DM020775-Y,340-001-036-0,PF414540,3763621,1146300-1
41759006,72-00,B737-8,#1,340-001-038-0,DD459781,340-001-036-0,PF414257,3763627,1146300
55371956,25-00,M73-82,AFTGALLY,62197-301-001,15-11-0122,62197-301-001,23-05-0341,3989604,KAV1125014
190137118,33-42,B737-8,RH,45-0351-4,2151,45-0351-4,1611,4090498,PAV13388
55599306,26-00,B737-8,AFT,473597-5,SJA3798,473597-5,45584,3937232,12725049
191385101,26-16,B737-8,AFT,473597-5,SJA9836,473597-5,SJA3013,3949938,5813
190457817,33-21,M73-82,10DEF,9651-35-0003,5313,9651-35-0003,17486,4190358,20252549-01
190486096,33-42,M73-82,LH,72605363-1,2761,72605363-1,0720,3917274,3786479
190588846,23-00,B737-8,F/O,5145-1-82,14544,5145-1-82,11937,4091697,PAV13398
191442464,33-00,B737-8,29ABC,9651-35-0005,49530,9651-35-0005,38312,4179319,ARC174471
190880436,25-00,B737-8,AFT,62197-301-001,15-12-0161,72184025,4389,4117156,PAV13706
55719786,25-00,B737-8,AFTGALLY,8201-11-0000-01,16-10-38124,8201-11-0000-01,18-10-0446,3953597,KAV0825025
190469850,33-21,M73-82,31DEF,9651-35-0005,47710,9651-35-0005,33345,3954422,ARC155409
55665118,25-31,B737-8,AFT,8201-11-0000-01,16-12-38285,8201-11-0000-01,21-11-0274,3803073,PAV9651
40460172,33-21,B737-8,12DEF,9651-35-0005,18697,9651-35-0005,49527,3767105,ARC137370
42146820,25-32,M73-82,GALLEY 4,8201-11-0000-01,09-04-26819,8201-11-0000-01,16-02-37188,3850967,57226
190738970,26-00,B737-8,AFT,473597-5,SJB0743,473597-5,37991,3937663,12724975
42154093,33-21,M73-82,#30 RH,9651-35-0005,72098,9651-35-0005,50893,3758405,20079395
190869778,25-31,B737-8,#3,8201-11-0000-01,11-02-29752,8201-11-0000-01,10-07-29014,4020276,PAV12389
190358515,33-21,M73-82,12ABC,9651-35-0005,63973,9651-35-0005,50423,4145172,ARC172028
190106890,23-00,B737-8,FL DK,5145-1-82,13527,5145-1-82,15711,4042864,PAV12647
190628060,33-00,B737-8,21 ABC,9651-35-0002,30475,9651-35-0002,24705,3931051,152828
191128236,33-21,M73-82,CAB,9651-35-0002,71347,9651-35-0002,79020,4188816,20247960
55362243,25-00,M73-82,G1,62197-301-001,16-02-0211,62197-301-001,23-04-0111,3780412,1259376
190118657,26-00,B737-8,AFT,473597-5,24752,473597-5,SJB6887,3848305,62434
190562627,25-00,B737-8,AFT,62197-301-001,17-12-0460,72184025,4370,3960997,1425162
190345532,25-00,M73-82,GALLEY G1,8201-11-0000-01,21-11-0947,8201-11-0000-01,10-07-29030,4039230,KAV0126008
55685269,33-20,B737-8,CABIN,9651-35-0002,30860,9651-35-0002,47815,4157426,20212002
190462359,33-00,M73-82,9ABC,9651-35-0003,19856,9651-35-0003,20814,3905707,20102440
190467791,25-00,M73-82,33 R/H,9651-35-0005,49690,9651-35-0005,58950,4145079,20213540
190640535,26-16,B737-8,AFT,473597-5,SJA4325,473597-5,49040,3897278,R550757
191400282,26-00,B737-8,FWD,473597-5,67637,473597-5,SJA8465,4053976,-13308402
190553589,33-00,B737-8,RH,45-0351-4,3458,45-0351-4,4434,3941647,PAV11236
190279613,25-00,M73-82,G1,62197-301-001,17-07-0381,62197-301-001,23-06-0201,3917361,KAV0725010
55371761,38-11,M73-82,LAV A,SC4L500301-5,173531035-004,SC4L500301-5,173574847-006,3945876,E-5907843
55551827,33-00,B737-8,23ABC,9651-35-0002,32504,9651-35-0002,35192,4116642,ARC169750
190030976,25-00,B737-8,FL DK,5145-1-82,17320,5145-1-82,16722,3796059,PAV9552
55669879,23-00,B737-8,F/O,5145-1-82,13415,5145-1-82,18376,3948041,PAV11362
55601960,33-21,B737-8,8ABC,9651-35-0002,69994,9651-35-0002,73334,3814673,20089830
55054324,25-01,B737-8,AFTGALLY,72184025,N10100891044733,L13471-12MRYAN,2059334,3917727,1384689
42131045,33-00,M73-82,CABIN,9651-35-0003,20183,9651-35-0003,19802,3971345,04860921
190563312,25-00,B737-8,FWDGALLY,8201-11-0000-01,09-10-27595,8201-11-0000-01,14-09-35273,4030208,KAV1225059
980015202,25-00,B737-8,FWD,62197-301-001,15-07-7750,62197-301-001,16-07-0240,4235758,PAV15064
55597213,23-51,B737-8,OBS,5145-1-82,12858,5145-1-88,29416,4230333,PAV15012
190720477,23-42,B737-8,CABIN,285W0024-1B,F53631,285W0024-23M,F63076,4011381,04978415
41937014,25-30,B737-8,AFTGALLY,72184025,N10121145044780,72184025,4029,3965325,1428870
190014037,23-00,B737-8,FL DK,5145-1-82,10530,5145-1-82,14544,4139203,PAV14003
55374815,25-00,M73-82,GALLEY 4,62197-301-001,23-05-0341,62197-301-001,17-11-0440,3851790,KAV0325023
190597314,38-00,B737-8,LAV A,14330-230,17524,14330-230,11034,3979133,1163667
55613656,33-00,B737-8,RH,45-0351-4,3130,45-0351-4,3458,3944118,PAV11275
190199457,12-00,B737-8,FWDGALLY,72184025,4086,72184025,4027,3903275,1369977
191400782,25-00,B737-8,AFT,62197-301-001,21-02-0161,62197-301-001,17-11-0434,4183945,WAV1509
41784371,33-21,M73-82,CABIN,9651-35-0005,24400,9651-35-0005,58390,3830737,26-1.000
190392166,33-21,M73-82,30ABC,9651-35-0005,21201,9651-35-0005,33768,4031786,163072
190964954,25-31,B737-8,FWD,62197-301-001,22-05-0084,62197-301-001,17-06-0370,4090643,WAV1258
191011721,72-00,B737-8,#2,340-001-038-0,DM007221,340-001-038-0,DM109936,4169509,R260410
191011721,72-00,B737-8,#2,340-001-038-0,DM006773,340-001-038-0,DM128950,4175097,R2605142
191011721,72-00,B737-8,#2,340-001-038-0,PA732900,340-001-038-0,DE809059,4174978,R2605124
191011721,72-00,B737-8,#2,340-001-038-0,PC682755,340-001-038-0,DM134697,4174283,R2605141
191011721,72-00,B737-8,#2,340-001-038-0,DM007187,340-001-038-0,PC272813,4181580,R26043022001
191011721,72-00,B737-8,#2,340-001-038-0,DM006940,340-001-038-0,DM139136,4174605,R2605263
190083850,26-16,B737-8,AFT,473597-5,47761,473597-5,SJE0906,3902391,407337662
55580464,33-21,B737-8,CABIN,9651-35-0002,33818,9651-35-0002,25074,3880232,ARC148249
107106328,26-00,B737-8,AFT,473597-5,23800,473597-5,SJB1170,4188488,13849157
191417810,25-00,B737-8,AFTGALLY,62197-301-001,21-11-0701,72184025,3056,4115613,KAV0426032
190888456,25-00,B737-8,AFTGALLY,72184025,N09030227044454,62197-301-001,21-02-0174,4084145,WAV1210
55050206,33-42,B737-8,RH,45-0351-4,6688,45-0351-4,5987,3773324,PAV9140
40100537,25-31,B737-8,AFTGALLY,62197-301-001,22-12-0355,72184025,4082,3755735,SAV413
42013723,25-00,B737-8,7050MM3,72184025,N09050469044521,62197-301-001,23-07-0421,4187170,WAV1526
55520409,26-00,B737-8,AFT,473597-5,SJA2326,473597-5,SJA8907,4019978,13134345
190426278,33-21,M73-82,28 DEF,9651-35-0005,31219,9651-35-0005,65827,4039692,20153906
55704131,23-51,B737-8,F/O,5145-1-82,17410,5145-1-88,27662,4016136,PAV12369
41420257,26-00,B737-8,FWD,473597-5,38258,473597-5,SJA4661,4155635,13729633
190391417,25-32,M73-82,G1,8201-11-0000,05-10-21297,8201-11-0000,02-09-18206,4163370,PAV14255
190334051,25-00,M73-82,FWD GALLEY,8201-11-0000-01,23-06-0152,8201-11-0000,05-09-21496,4001786,PAV12129
191490969,25-00,B737-8,FWDGALLY,62197-301-001,23-09-0094,72184025,N12020998044821,4078942,SAV827
55712089,33-00,B737-8,12DEF,9651-35-0005,33585,9651-35-0005,59169,3839831,20093972-1.000
190229700,38-00,B737-8,AFT,14330-230,11484,,,9715607,
190229700,38-00,B737-8,AFT,,,14330-230,16015,4153527,0000069658
40211329,33-00,B737-8,19ABC,9651-35-0002,39325,9651-35-0002,22336,3911248,ARC150696
190625388,33-21,B737-8,2 DEF,9651-35-0004,19300,9651-35-0004,11174,3930879,153232
42155917,25-00,M73-82,GALLEY G1,62197-301-001,16-01-0169,62197-301-001,21-02-0300,3791761,WAV255
55058485,25-00,B737-8,#3,8201-11-0000-01,16-06-37684,8201-11-0000,04-11-20596,3942342,KAV0825011
191375083,25-00,B737-8,AFT GALLEY,72184025,4083,62197-301-001,23-06-0214,4213985,WAV1608
191442472,33-00,B737-8,29ABC,9651-35-0005,48773,9651-35-0005,49530,4145151,ARC171862
190980614,36-11,B737-8,#1,107484-7,10651,107484-7,19302,4126472,355959264
55169044,25-33,B737-8,RH AFT,72184025,4331,72184025,3001,3589330,1082132
190309897,25-00,M73-82,GALLEY 4,62197-301-001,21-11-0218,62197-301-001,17-06-0367,3974039,WAV868
55736146,38-00,B737-8,AFTGALLY,72184025,N10030479044677,72184025,4039,3783263,WAV202
41337543,33-21,B737-8,10DEF,9651-35-0004,19219,9651-35-0004,6450,3867366,146566
55497614,25-00,M73-82,GALLEY G1,62197-301-001,15-10-8005,62197-301-001,21-11-0227,3780323,KAV0125043
55238647,33-00,B737-8,RH,45-0351-4,1570,45-0351-4,4703,3845052,PAV10301
55137266,25-00,B737-8,AFTGALLY,72184025,4147,72184025,N09040555044496,3818895,KAV0225037
190015397,30-00,B737-8,FIN,0851HT1,434832,0851HT2,479790,4070454,`408830001
190668448,33-21,B737-8,CABIN,9651-35-0003,10383,9651-35-0003,6706,4049784,ARC164661
190075514,25-00,B737-8,GALLEY G1,72184025,N10090458044712,L13471-12MRYAN,1070321,4005338,PAV12114
55622584,33-20,B737-8,CABIN,9651-35-0003,15661,9651-35-0003,7155,4061393,ARC165960
190107631,23-51,B737-8,CAPT,5145-1-82,24391,5145-1-82,24395,4178578,PAV14418
190517722,27-31,B737-8,RH STAB,0851HT1,342208,0851HT2,466867,3812712,407670237
190634315,26-00,B737-8,AFT,473597-5,SJA7036,473597-5,24985A,3960395,R550534-63983
41796296,33-21,M73-82,25DEF,9651-35-0003,15244,9651-35-0003,11840,3903239,149626
190528272,33-00,B737-8,27DEF,9651-35-0005,17927,9651-35-0005,44658,4110227,ARC169669
190396970,33-21,M73-82,25ABC,9651-35-0003,15508,,,9718082,
190396970,33-21,M73-82,25 ABC,,,9651-35-0003,10575,4210487,177495
190186875,25-00,B737-8,FWD,8201-11-0000,05-11-21446,8201-11-0000,07-08-24017,3858905,PAV10439
55428756,25-32,M73-82,GALLEY,62197-301-001,17-12-0473,62197-301-001,21-11-0693,3780352,KAV0125031
190014635,25-00,B737-8,GALLEY,8201-11-0000,06-12-22991,8201-11-0000-01,23-07-0175,3456736,S23/2965H-1
40722516,33-00,B737-8,ROW 32 RH,9651-35-0005,36304,9651-35-0005,45232,3949785,ARC155218
55181060,25-31,B737-8,AFTGALLY,62197-301-001,14-09-7020,62197-301-001,15-07-7756,3770976,1253601
26219575,25-00,B737-8,FWDGALLY,72184025,4337,72184025,3059,3776913,KAV0125014
55672521,26-16,B737-8,AFT,473597-5,23579A,473597-5,SJA3096,4138399,13661407
191398680,36-11,B737-8,#2,107484-7,8134,107484-7,18679,4089542,3340
106405745,38-32,B737-8,LAV FWD,14330-230,11133,14330-230,4070,3800764,0001029338
190108870,38-00,B737-8,FWD CABIN,72184025,N10121143044778,72184025,N10120150044749,3824272,PAV10010
55518699,25-31,B737-8,AFT,62197-301-001,16-07-0237,62197-301-001,16-12-0305,4122476,SAV891
55428241,25-30,M73-82,GALLEY G4,62197-301-001,23-08-0327,62197-301-001,21-02-0166,4065952,SAV798
55603526,23-42,B737-8,FWD CAB,285W0024-1B,F27890,285W0024-1B,F63125,3945907,07550
55280104,33-21,M73-82,CABIN,9651-35-0005,60561,9651-35-0005,51840,3788942,20085921
190622281,26-00,B737-8,AFT,473597-5,SJA6910,473597-5,SJB0856,3838435,ARC144562
55574116,38-00,B737-8,FWD,SC4L500301-5,172694186-004,SC4L500301-5,172694167-007,3821528,E-5718722
190118057,23-00,B737-8,FL DK,5145-1-82,23953,5145-1-82,15695,3807390,PAV9743
190514167,33-00,B737-8,CABIN,9651-35-0004,6612,9651-35-0004,14032,3855348,145112
190514167,33-00,B737-8,CABIN,9651-35-0005,18544,9651-35-0005,33661,3867372,146622
41966137,26-16,B737-8,AFT,473597-5,SJA4438,473597-5,SJA0616,3838329,R549832
55069660,38-32,B737-8,CABIN,15800-029-3,6680,15800-029-3,16542,3935605,RF26656-1
55501326,25-00,M73-82,GALLEY 4,62197-301-001,19-07-1221,62197-301-001,22-10-0007,3789396,WAV239
55061290,23-42,B737-8,CABIN,285W0024-1B,F25962,285W0024-1M,F50522,3907541,150177
55412647,33-00,M73-82,#22 LH,9651-35-0002,17010,9651-35-0002,71273,3830261,20092006
190144597,25-00,B737-8,FWD,8201-11-0000,07-09-24233,8201-11-0000-01,14-09-35278,4066408,KAV0126063
55698267,25-00,B737-8,AFTGALLY,62197-301-001,16-07-0243,62197-301-001,21-02-0134,3781703,WAV198
190380688,25-35,M73-82,FWD,62197-301-001,17-11-0434,62197-301-001,16-12-0311,4131763,WAV1398
190234671,38-32,B737-8,CABIN,15800-029-3,2418,15800-029-3,4101,4066925,1186219
42140216,25-00,M73-82,FWDGALLY,8201-11-0000,07-12-24520,8201-11-0000,04-12-20647,3917275,KAV0725012
55147768,25-00,B737-8,AFT CAB,8201-11-0000,04-09-20361,8201-11-0000,07-08-24183,3862397,PAV10481
190290250,33-00,M73-82,30 ABC,9651-35-0005,17479,9651-35-0005,53872,3883003,20100492
55577540,33-21,B737-8,15DEF,9651-35-0005,17711,9651-35-0005,49304,3860038,20097240-1.000
191446845,33-00,B737-8,CABIN,9651-35-0002,18742,9651-35-0002,35247,4234276,179510
190538594,33-00,B737-8,23DEF,9651-35-0002,33422,9651-35-0002,35382,3842275,143916
55091519,25-00,B737-8,AFTGALLY,62197-301-001,15-08-7819,62197-301-001,23-08-0260,4044785,WAV1094
